model,study,sub_id,measurement_id,param_name,param_value,neg_loglik
sr_analytic,Study 1,23,D1,sr_gamma,0.9899999999995572,79.56225723855778
sr_analytic,Study 1,24,D1,softmax_temperature,25.017426601358466,55.72421854059656
sr_analytic,Study 1,24,D1,sr_gamma,0.6422194168282395,55.72421854059656
sr_analytic,Study 1,25,D1,softmax_temperature,24.681287415408935,56.086400633645624
sr_analytic,Study 1,25,D1,sr_gamma,0.6142870007492977,56.086400633645624
sr_analytic,Study 1,26,D1,softmax_temperature,1.865533158834571,79.45729847131969
sr_analytic,Study 1,26,D1,sr_gamma,0.6248318142084159,79.45729847131969
sr_analytic,Study 1,27,D1,softmax_temperature,14.47381516467888,75.11439649125036
sr_analytic,Study 1,27,D1,sr_gamma,0.9273669187744604,75.11439649125036
sr_analytic,Study 1,28,D1,softmax_temperature,111.61242960309266,47.08692137240497
sr_analytic,Study 1,28,D1,sr_gamma,0.12042949398195248,47.08692137240497
sr_analytic,Study 1,29,D1,softmax_temperature,27.028425490763865,57.24291732486154
sr_analytic,Study 1,29,D1,sr_gamma,0.817547093766452,57.24291732486154
sr_analytic,Study 1,30,D1,softmax_temperature,24.75350552264882,69.23844772420291
sr_analytic,Study 1,30,D1,sr_gamma,0.9355849926013092,69.23844772420291
sr_analytic,Study 1,31,D1,softmax_temperature,-31.193601555265616,77.9993608119947
sr_analytic,Study 1,31,D1,sr_gamma,0.99,77.9993608119947
sr_analytic,Study 1,32,D1,softmax_temperature,3528.526970877596,69.64029597724833
sr_analytic,Study 1,32,D1,sr_gamma,0.00104925148569933,69.64029597724833
sr_analytic,Study 1,33,D1,softmax_temperature,20.35727624877951,61.18451058266784
sr_analytic,Study 1,33,D1,sr_gamma,0.6797393178980731,61.18451058266784
sr_analytic,Study 1,34,D1,softmax_temperature,29.92619214235503,52.4990510330338
sr_analytic,Study 1,34,D1,sr_gamma,0.7733110354411016,52.4990510330338
sr_analytic,Study 1,35,D1,softmax_temperature,6.6564043827485,76.70239744190073
sr_analytic,Study 1,35,D1,sr_gamma,0.6517329178766246,76.70239744190073
sr_analytic,Study 1,36,D1,softmax_temperature,19.435649841585253,66.05376990149472
sr_analytic,Study 1,36,D1,sr_gamma,0.3496711972365352,66.05376990149472
sr_analytic,Study 1,37,D1,softmax_temperature,8975.127058236338,76.17887846495829
sr_analytic,Study 1,37,D1,sr_gamma,2.232819759211049e-4,76.17887846495829
sr_analytic,Study 1,38,D1,softmax_temperature,3.061262666984131,79.03221155437696
sr_analytic,Study 1,38,D1,sr_gamma,0.5567141103023898,79.03221155437696
sr_analytic,Study 1,39,D1,softmax_temperature,7.075827921817636,77.64420725817476
sr_analytic,Study 1,39,D1,sr_gamma,0.8575450648925217,77.64420725817476
sr_analytic,Study 1,40,D1,softmax_temperature,43.77277544538907,47.513545676958394
sr_analytic,Study 1,40,D1,sr_gamma,0.8844199314371382,47.513545676958394
sr_analytic,Study 1,41,D1,softmax_temperature,-1.8660971039115035,79.45764456607066
sr_analytic,Study 1,41,D1,sr_gamma,0.5531666225665332,79.45764456607066
sr_analytic,Study 1,42,D1,softmax_temperature,16.97077893195685,73.34332864703059
sr_analytic,Study 1,42,D1,sr_gamma,0.9237299496775692,73.34332864703059
sr_analytic,Study 1,43,D1,softmax_temperature,17.50745970230924,70.96632613572915
sr_analytic,Study 1,43,D1,sr_gamma,0.2589069392440559,70.96632613572915
sr_analytic,Study 1,44,D1,softmax_temperature,21.02834472703743,64.54075646883497
sr_analytic,Study 1,44,D1,sr_gamma,0.8363915354188177,64.54075646883497
sr_analytic,Study 1,45,D1,softmax_temperature,40.87330954154065,45.46024104547782
sr_analytic,Study 1,45,D1,sr_gamma,0.4865678004270251,45.46024104547782
sr_analytic,Study 1,46,D1,softmax_temperature,40.778348316346225,51.20590651219776
sr_analytic,Study 1,46,D1,sr_gamma,0.8953701670633577,51.20590651219776
sr_analytic,Study 1,47,D1,softmax_temperature,36.82874777720602,56.9087915370542
sr_analytic,Study 1,47,D1,sr_gamma,0.25221025913608236,56.9087915370542
sr_analytic,Study 1,48,D1,softmax_temperature,13.291359984320655,75.3717136539517
sr_analytic,Study 1,48,D1,sr_gamma,0.9185375680914551,75.3717136539517
sr_analytic,Study 1,49,D1,softmax_temperature,49.03570915727493,38.32058640060434
sr_analytic,Study 1,49,D1,sr_gamma,0.8150853381077453,38.32058640060434
sr_analytic,Study 1,50,D1,softmax_temperature,2745.967464679652,79.38008722277704
sr_analytic,Study 1,50,D1,sr_gamma,2.149468528743615e-4,79.38008722277704
sr_analytic,Study 2,1,D1,softmax_temperature,-2.998673806749433,79.30138112324808
sr_analytic,Study 2,1,D1,sr_gamma,0.3160151448365678,79.30138112324808
sr_analytic,Study 2,1,D2,softmax_temperature,1520.8541419774367,77.99974904835813
sr_analytic,Study 2,1,D2,sr_gamma,8.978733250489401e-4,77.99974904835813
sr_analytic,Study 2,2,D1,softmax_temperature,8.988179759647833,74.41060787924992
sr_analytic,Study 2,2,D1,sr_gamma,0.5840738750316835,74.41060787924992
